,2020-04-20_2020-05-16,2020-04-27_2020-05-23,2020-05-04_2020-05-30,2020-05-11_2020-06-06,2020-05-18_2020-06-13,2020-05-25_2020-06-20,2020-06-01_2020-06-27,2020-06-08_2020-07-04,2020-06-15_2020-07-11,2020-06-22_2020-07-18,2020-06-29_2020-07-25,2020-07-06_2020-08-01,2020-07-13_2020-08-08,2020-07-20_2020-08-15,2020-07-27_2020-08-22,2020-08-03_2020-08-29,2020-08-10_2020-09-05,2020-08-17_2020-09-12,2020-08-24_2020-09-19,2020-08-31_2020-09-26,2020-09-07_2020-10-03,2020-09-14_2020-10-10,2020-09-21_2020-10-17,2020-09-28_2020-10-24,2020-10-05_2020-10-31,2020-10-12_2020-11-07,2020-10-19_2020-11-14,2020-10-26_2020-11-21,2020-11-02_2020-11-28,2020-11-09_2020-12-05,2020-11-16_2020-12-12,2020-11-23_2020-12-19,2020-11-30_2020-12-26,2020-12-07_2021-01-02,2020-12-14_2021-01-09,2020-12-21_2021-01-16,2020-12-28_2021-01-23,2021-01-04_2021-01-30,2021-01-11_2021-02-06,2021-01-18_2021-02-13,2021-01-25_2021-02-20,2021-02-01_2021-02-27,2021-02-08_2021-03-06
mean_abs_error-COVIDhub-baseline,687.5901961,328.845098,295.0431373,379.0843137,280.9647059,249.4588235,194.0980392,183.6098039,188.2235294,185.7215686,348.0137255,277.7627451,263.2823529,221.9137255,160.3411765,153.5019608,116.4235294,146.0392157,140.0921569,131.5352941,112.8235294,96.96862745,120.9921569,118.2666667,101.1529412,136.4411765,203.1,229.7470588,288.2941176,375.6215686,480.4686275,443.8588235,564.2117647,373.0490196,423.2588235,398.127451,522.9431373,528.8294118,392.4980392,293.1176471,334.0862745,491.0862745,719.3098039
mean_abs_error-COVIDhub-ensemble,,189.2372549,106.7941176,149.2,116.3117647,128.5686275,124.8352941,100.6294118,93.20196078,90.30980392,103.4196078,180.6137255,165.345098,118,109.372549,75.96078431,72.60784314,55.56862745,64.88235294,77.88235294,70.92156863,77.70588235,79.54901961,87.43137255,98.49019608,114.5686275,178.9019608,203.8235294,224.3921569,288.6078431,315.2745098,256.8431373,381.3333333,265.4117647,255,223.0392157,384.1764706,470.7058824,318.6078431,290.4509804,243.372549,213.4509804,282.8823529
mean_abs_error-COVIDhub-trained_ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.8627451,253.9019608
mean_abs_error-CU-select,,,,,,,,311.4705882,267.3529412,476.2941176,705.4901961,297.3333333,172.1372549,211.1960784,226.1568627,184.2941176,108.1764706,172.0196078,132.0588235,157.7058824,120.2156863,137,155.6078431,185.4705882,132.7058824,131.3333333,128.9215686,160.1764706,189.2745098,225.0980392,228.4117647,319.2156863,539.2352941,354.4901961,320.7058824,451.7058824,781.4705882,855,734.2941176,400.7058824,468.5686275,403.254902,283.1176471
mean_abs_error-Caltech-CS156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.3960784,244.9294118,298.2196078,282.0372549,390.8196078,273.0352941,219.1960784,171.1686275,326.0568627,451.9666667,451.9019608,294.7215686,,277.6470588,298.4215686
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,,,,,,,144.0588235,268.0784314,259.9215686,182.4705882,149.245098,,261.5098039,,297.2941176,,554.1960784,446.372549,755.7647059,422.8823529,641.0196078,454.0392157,752.9411765,,535.3333333,,,376.1960784
mean_abs_error-Covid19Sim-Simulator,,,,,,169.7333333,187.172549,169.1470588,124.9313725,119.8294118,177.7470588,206.1313725,141,141.3980392,130.9843137,141.2490196,,,312.1745098,92.4627451,110.045098,98.94313725,117.3921569,115.4215686,126.4117647,151.9372549,192.4058824,190.0294118,204.6960784,230.7647059,,452.7117647,435.3823529,355.7529412,404.6196078,334.8196078,347.345098,402.3686275,569.0137255,442.154902,355.8843137,291.6254902,296.2411765
mean_abs_error-CovidActNow-SEIR_CAN,,,,,,,200.3176471,331.4901961,207.9921569,,,711.5411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-CovidAnalytics-DELPHI,,257.2352941,309.3333333,299.6078431,239.5686275,157.4509804,129.0588235,171.4705882,172.4705882,153.0980392,184.1568627,242.1568627,188.7254902,152.4705882,137.7843137,146.9411765,128.4509804,92.90196078,124.1176471,125.254902,123.6470588,123.2156863,129.4509804,149.7647059,145.0588235,166.5490196,286.745098,272.1568627,329.745098,448,522.4705882,460.8823529,452.9019608,421.9411765,464.9411765,313.8823529,588.4705882,669.9019608,840.2156863,921.7254902,622.5490196,405.4313725,304.8627451
mean_abs_error-DDS-NBDS,,,,,,,,,,,,,,,774.9980392,390.3352941,947.4686275,182.0058824,164.8647059,89.11568627,104.3470588,110.1509804,109.2392157,135.7686275,167.854902,235.5392157,185.5882353,249.3039216,336.3568627,389.6352941,515.8235294,470.8470588,674.8980392,418.5117647,902.7490196,453.9705882,602.4705882,608.7960784,694.6352941,503.2196078,2017.484314,471.1686275,767.2921569
mean_abs_error-FDANIHASU-Sweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT-DeepCOVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT_CHHS-COVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Google_Harvard-CPF,,,,,,,,,,,,,,,,,,,,132.3882353,140.1352941,,178.8568627,120.2196078,169.7,133.0039216,170.7392157,175.0333333,195.1372549,244.1392157,333.4196078,245.8313725,245.345098,360.3490196,263.6019608,275.0372549,289.6156863,381.1411765,382.9470588,374.1235294,266.6568627,230.5039216,293.1588235
mean_abs_error-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IHME-CurveFit,525.9568627,,245.1313725,183.7843137,195.6823529,,177.1882353,118.3078431,127.6627451,96.00588235,142.0686275,214.3156863,,205.6529412,170.3568627,163.3490196,136.9490196,,252.5666667,216.5490196,167.454902,,135.2686275,203.754902,,,206.0843137,271.5372549,,,,369.7803922,,405.5960784,497.0960784,391.8352941,424.6411765,,,555.9921569,378.6137255,310.9098039,287.8960784
mean_abs_error-IowaStateLW-STEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JCB-PRM,,,,,,,,,,,,,,,111.9333333,113.2843137,85.95294118,76.20980392,81.02745098,81.7745098,76.17058824,88.98235294,79.40392157,82.00196078,104.945098,126.9882353,182.4901961,210.0372549,244.0921569,278.6,265.0843137,304.2862745,320.2803922,327.2647059,338.5784314,328.9392157,278.154902,,,,,,
mean_abs_error-JHUAPL-Bucky,,,,,,,,,,,,,,,,,,,,217.0235294,242.5470588,206.2588235,157.9235294,157.7058824,117.3411765,121.3745098,155.3862745,158.1627451,230.4431373,257.3313725,349.8941176,472.1784314,394.5078431,324.4862745,321.1764706,584.2588235,809.5039216,710.0803922,744.9117647,,400.1117647,985.2098039,886.6529412
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,162.1941176,196.0588235,264.6470588,318.8235294,289.7058824,322.254902,344.3529412,339.4705882,366.9411765,415.6470588,414.9803922,,,,383.6862745,415.8431373,
mean_abs_error-JHU_IDD-CovidSP,,,,,1113.411765,440.754902,390.472549,379.8960784,232.8352941,278.2647059,267.3196078,285.2764706,246.7117647,259.3509804,239.3882353,242.9666667,239.2568627,256.4666667,162.0941176,142.3588235,109.0058824,96.11176471,88.10196078,88.19215686,118.8960784,157.8137255,208.6058824,300.5078431,392.1745098,556.2254902,302.0823529,364.6137255,480.2960784,506.8666667,554.1078431,414.3941176,369.2352941,429.9803922,458.4490196,394.0627451,396.245098,409.945098,409.3764706
mean_abs_error-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9803922,323.9607843,473.4215686,,,,,,,,,,,,,
mean_abs_error-Karlen-pypm,,,,,,,,,,,,,,831.0039216,393.1647059,323.9490196,208.5960784,168.4176471,110.9960784,106.3490196,90.54313725,92.77647059,95.37254902,98.19607843,95.2745098,123.9254902,140.9470588,159.8588235,165.2156863,169.4254902,268.4078431,268.9470588,265.5058824,292.5215686,280.3313725,214.8607843,291.2176471,364.654902,286.7215686,287.6705882,322.9607843,263.3254902,304.3666667
mean_abs_error-LANL-GrowthRate,402.927451,314.0470588,166.3941176,127.127451,122.3960784,120.4843137,113.8509804,103.4705882,105.9235294,118.2196078,164.3215686,225.0529412,241.3098039,255.5666667,276.2098039,224.4941176,162.145098,153.0803922,135.6803922,132.1666667,127.6294118,134.6647059,121.5627451,143.7941176,179.1529412,206.7686275,251.5235294,321.5333333,254.3333333,272,334.6176471,384.1764706,532.5098039,318.1764706,311.2647059,476.7352941,569.8627451,547.5882353,474.3039216,542.3529412,323.5686275,276.5882353,335.6960784
mean_abs_error-LNQ-ens1,,,,,,,,,,,,,,125.772549,130.772549,67.55098039,89.11764706,96.41568627,68.91960784,74.32941176,73.24705882,108.6960784,94.24705882,86.04901961,104.9235294,128.3294118,165.2647059,186.0470588,212.5568627,228.4137255,242.2745098,218.545098,492.472549,258.8882353,238.672549,227.4607843,610.972549,484.2,341.3058824,358.9784314,390.4294118,256.8411765,301.8019608
mean_abs_error-MITCovAlliance-SIR,,,,,,,,,,,307.2627451,475.445098,557.5764706,460.1156863,457.0843137,343.9568627,,438.8862745,,,154.7647059,205.5215686,243.6568627,109.7529412,,,221.4333333,,,,,,,,,,,809.227451,834.5039216,,,,
mean_abs_error-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,,,,,90.18431373,120.6862745,87.41176471,97.21568627,111.8431373,154.3137255,172.8039216,256.1568627,293.7058824,380.1960784,480.0588235,357.7058824,334.5490196,329.1960784,326.372549,349.8627451,414.4901961,539.0784314,383.254902,391.9215686,468.372549,448.6078431,523.1372549
mean_abs_error-MIT_ISOLAT-Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-FRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-mobility,,,,,,,,,,265.7784314,445.027451,288.0921569,244.8098039,237.6882353,270.3313725,327.8764706,272.572549,157.2215686,134.8313725,110.2117647,130.3019608,161.8901961,148.4156863,155.5705882,151.5196078,202.827451,238.2196078,287.0960784,337.5137255,474.3941176,484.1941176,606.4745098,607.8156863,662.1843137,883.1588235,,,,,,,,
mean_abs_error-OliverWyman-Navigator,,,,,,,,,102.9392157,143.5294118,165.7431373,187.2509804,181.4745098,135.5686275,117.8764706,101.2137255,75.13921569,56.74509804,64.54901961,98.2254902,72.87647059,85.14509804,96.99411765,136.1411765,86.38235294,123.6470588,145.2,155.8568627,237.4784314,236.2215686,296.4,290.1254902,350.6627451,338.7372549,401.3764706,252.4705882,380.9039216,330.7156863,449.9509804,370.4294118,271.4470588,267.0901961,280.3745098
mean_abs_error-PSI-DRAFT,,,,,340.2254902,211.254902,150.9901961,375.7745098,212.245098,249.7647059,275.9705882,365.3137255,375.4607843,,465.5686275,740.0784314,271.9509804,297.7352941,172.1666667,163.5294118,191.9117647,141.1862745,121.5,135.5588235,171.8921569,215.3039216,274.4901961,313.6960784,310.0392157,455.127451,580.2352941,637.5294118,673.8431373,648.872549,892.3333333,597.4215686,586.1470588,600.3235294,737.4509804,465.627451,612.6666667,670.4607843,528.8431373
mean_abs_error-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Quantori-Multiagents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,,,,,,477.8372549,489.327451,,,,,,186.3215686,168.1470588,197.2196078,219.7882353,230.7411765,246.2215686,210.8490196,276.1588235,212.272549,,486.6372549,303.2254902,,503.7313725,790.6235294,,540.6705882,,770.6901961,715.3882353,389.1235294,341.0196078,251.0941176,189.5843137,201.4529412
mean_abs_error-STH-3PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SWC-TerminusCM,,,,,,,,,293.7254902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SigSci-TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.8627451,
mean_abs_error-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,,,131.372549,115.254902,78.35294118,75.94901961,87.50980392,124.4901961,112.4509804,120.3529412,178.0392157,208.0352941,225.4117647,258.254902,299.3333333,313.7058824,314.0784314,329.0980392,232.9607843,237.1960784,548.8431373,429.4313725,394.2745098,306.4117647,256.5686275,223.372549,265.1568627
mean_abs_error-TTU-squider,,,,,,,,,,,,,,,,,,3189.762745,,,,653.4294118,,719.9196078,356.5490196,448.6509804,480.4803922,326.2313725,601.3568627,724.654902,690.4686275,657.4313725,658.745098,581.045098,563.5019608,500.2392157,583.0058824,545.7745098,665.345098,639.0019608,732.5411765,697.5411765,816.2411765
mean_abs_error-UA-EpiCovDA,,,,,,299.9411765,231.3137255,258.1176471,150.8431373,103.1568627,260.0980392,272.0980392,268.5686275,151.627451,116.1568627,139.1764706,131.9019608,121.1176471,108.3137255,200.9215686,187.4705882,156.4901961,142.6470588,143.3137255,115.5882353,161.8235294,178.1176471,198.1568627,264.6078431,275.4313725,307.7058824,354.8039216,552.1176471,355.3333333,294.5686275,523.0196078,929.254902,579.4509804,319.0196078,439.2941176,378.2352941,315.2156863,312.4313725
mean_abs_error-UCLA-SuEIR,,,247.972549,204.8411765,102.4960784,99.56470588,112.5098039,124.1980392,114.1392157,137.2117647,196.9686275,238.2882353,204.727451,201.3686275,146.7078431,119.0647059,104.927451,105.8431373,90.29803922,98.13137255,89.03921569,82.4627451,107.7607843,111.2392157,136.4254902,174.5196078,249.8588235,293.5294118,346.8921569,445.1568627,621.5333333,416.8411765,619.554902,360.3980392,450.5980392,430.4215686,724.7196078,581.8117647,399.5862745,338.1941176,393.2156863,317.2921569,414.3843137
mean_abs_error-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UCSB-ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.1960784,274.5960784,395.0490196,478.5019608,462.6117647,389.8333333,467.7058824,450.3176471,395.5411765,351.2686275,502.2784314,615.1490196,1044.398039,565.9764706,,
mean_abs_error-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_10_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_30_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UMass-MechBayes,,760.8627451,276.9803922,120.1764706,95.84313725,69.37254902,151.6862745,88.11764706,98.33333333,152.1960784,196.5686275,178.6862745,121.3529412,136.1960784,192.2156863,132.9607843,102.8235294,77.47058824,90.94117647,108.1568627,69.05882353,88.03921569,86.1372549,79.05882353,90.60784314,113.9607843,112.8039216,160.5294118,178.2156863,197.0196078,230.1764706,254.8823529,418.627451,242.8823529,226.8235294,225.5882353,566.6470588,444.2352941,313.4117647,284.8627451,228.5294118,207.2941176,226.6666667
mean_abs_error-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,,,,,252.3176471,195.9941176,250.1882353,209.3196078,122.454902,150.2313725,246.9392157,167.1901961,173.7705882,516.9470588,322.3352941,299.127451,251.1568627,227.9941176,206.8215686,204.3843137,213.4392157,217.6098039,239.5294118,235.9980392,,279.1117647,,355.672549,,,1010.970588,1217.882353,1289.764706,,,,,,,,,,
mean_abs_error-USC-SI_kJalpha,,,,,,,,,,,186.0901961,257.5333333,281.4117647,181.0254902,187.745098,95.33333333,95.35294118,78.45098039,102.4901961,96.58823529,93.23529412,87.76470588,90.31372549,107.7647059,94.09803922,119.3529412,145.8431373,171.4117647,214.6666667,211.2941176,251.7254902,254.9803922,301.9215686,296.8235294,232.254902,227.3333333,353.7254902,564.1372549,392.3921569,490.0196078,314.7647059,230.5490196,271.8431373
mean_abs_error-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3411765,365.1843137,,,,,,,,,,,,,
mean_abs_error-UT-Mobility,663.6078431,544.0921569,447.3078431,,224.6960784,128.254902,110.6784314,123.4058824,133.3039216,140.4803922,148.0490196,231.7156863,178.872549,244.627451,453.5588235,617.7647059,,285.5196078,125.0882353,,,147.9509804,160.6470588,236.9019608,113.8431373,202.5686275,220.5490196,235.4411765,309.5588235,416.7647059,478.9901961,497.6862745,535.5196078,518.3921569,390.9607843,404.9019608,,,439.4215686,,489.4607843,,
mean_abs_error-UpstateSU-GRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,,,,,,203.0196078,195.2764706,206.6901961,222.3823529,245.8039216,283.4764706,316.4333333,411.3823529,501.0960784,656.8784314,824.0235294,955.3607843,1061.576471,1082.821569,1131.805882,1218.533333,,1273.184314,1189.154902,1008.768627,803.3862745,618.1,510.6196078
mean_abs_error-YYG-ParamSearch,276.927451,229.2784314,130.7117647,146.9705882,178.4529412,147.6313725,95.88823529,106.445098,104.5294118,125,142.6235294,208.0764706,136.6666667,143.2294118,134.8235294,99.35098039,81.51372549,66.21372549,66.55294118,73.86666667,82.29411765,102.4823529,95.34901961,92.24901961,72.87843137,,,,,,,,,,,,,,,,,,
mean_abs_error-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.445098,268.8392157,461.9,,371.5686275,399.8235294,415.5882353,304.8823529,930.8235294
