,2020-04-20_2020-04-25,2020-04-27_2020-05-02,2020-05-04_2020-05-09,2020-05-11_2020-05-16,2020-05-18_2020-05-23,2020-05-25_2020-05-30,2020-06-01_2020-06-06,2020-06-08_2020-06-13,2020-06-15_2020-06-20,2020-06-22_2020-06-27,2020-06-29_2020-07-04,2020-07-06_2020-07-11,2020-07-13_2020-07-18,2020-07-20_2020-07-25,2020-07-27_2020-08-01,2020-08-03_2020-08-08,2020-08-10_2020-08-15,2020-08-17_2020-08-22,2020-08-24_2020-08-29,2020-08-31_2020-09-05,2020-09-07_2020-09-12,2020-09-14_2020-09-19,2020-09-21_2020-09-26,2020-09-28_2020-10-03,2020-10-05_2020-10-10,2020-10-12_2020-10-17,2020-10-19_2020-10-24,2020-10-26_2020-10-31,2020-11-02_2020-11-07,2020-11-09_2020-11-14,2020-11-16_2020-11-21,2020-11-23_2020-11-28,2020-11-30_2020-12-05,2020-12-07_2020-12-12,2020-12-14_2020-12-19,2020-12-21_2020-12-26,2020-12-28_2021-01-02,2021-01-04_2021-01-09,2021-01-11_2021-01-16,2021-01-18_2021-01-23,2021-01-25_2021-01-30,2021-02-01_2021-02-06,2021-02-08_2021-02-13,2021-02-15_2021-02-20,2021-02-22_2021-02-27,2021-03-01_2021-03-06
perc_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568627451,0.6862745098,0.3137254902,0.4901960784,0.6078431373,0.6862745098,0.4509803922,,0.5882352941,0.4117647059,0.6274509804,0.4509803922,0.5098039216,0.2549019608,,0.4705882353,0.3137254902
perc_beat_baseline-UMass-MechBayes,,0.2156862745,0.3529411765,0.4117647059,0.6274509804,0.568627451,0.5098039216,0.568627451,0.6470588235,0.4117647059,0.5490196078,0.7058823529,0.7254901961,0.7450980392,0.5098039216,0.3921568627,0.431372549,0.3725490196,0.3529411765,0.3921568627,0.6274509804,0.6078431373,0.568627451,0.568627451,0.4509803922,0.6078431373,0.6862745098,0.5098039216,0.5490196078,0.6078431373,0.8823529412,0.5882352941,0.7254901961,0.4509803922,0.6078431373,0.6274509804,0.6078431373,0.431372549,0.4509803922,0.431372549,0.5490196078,0.4509803922,0.5882352941,0.5882352941,0.5294117647,0.6078431373
perc_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,0.3142857143,0.2857142857,0.2666666667,0.3043478261,0.358974359,0.175,0.2558139535,0.4081632653,0.3673469388,0.34,0.36,0.4,0.38,0.5,0.38,0.36,0.4,0.52,0.38,0.5,0.5,0.3333333333,0.3,0.52,0.5,0.4,0.34,0.4,0.28,0.3469387755,0.3191489362,0.4318181818,0.3571428571
perc_beat_baseline-USACE-ERDC_SEIR,,,,,0.3921568627,0.3333333333,0.2156862745,0.1960784314,0.2156862745,0.1176470588,0.07843137255,0.4901960784,0.4509803922,0.431372549,0.431372549,0.2352941176,0.2156862745,0.2941176471,0.2352941176,0.3333333333,0.2941176471,0.3529411765,0.3529411765,0.3137254902,,0.2156862745,,0.3921568627,,,0.4117647059,0.137254902,0.431372549,,,,,,,,,,,,,
perc_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,0.3921568627,0.6274509804,0.3333333333,0.6078431373,0.5098039216,0.2941176471,0.5294117647,0.4901960784,0.3725490196,0.5098039216,0.4117647059,0.4509803922,0.5098039216,0.5098039216,0.5882352941,0.5882352941,0.6274509804,0.6274509804,0.5490196078,0.6862745098,0.7450980392,0.3333333333,0.8431372549,0.3333333333,0.6470588235,0.2745098039,0.568627451,0.2941176471,0.2745098039,0.4117647059,0.4901960784,0.4509803922,0.5490196078,0.3921568627,0.4901960784,0.431372549
perc_beat_baseline-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4509803922,0.5294117647,,,,,,,,,,,,,,,,
perc_beat_baseline-UT-Mobility,0.4117647059,0.3725490196,0.5294117647,0.3921568627,0.5490196078,0.4117647059,0.4901960784,0.3921568627,0.3333333333,0.4117647059,0.3921568627,0.5882352941,0.5490196078,0.5490196078,0.5294117647,0.2745098039,,0.3529411765,0.4509803922,,,0.4705882353,0.3725490196,0.3137254902,0.3137254902,0.5098039216,0.4705882353,0.4117647059,0.4901960784,0.4705882353,0.5098039216,0.4509803922,0.5490196078,0.3921568627,0.4705882353,0.2549019608,,,0.4117647059,,0.5294117647,,,,,
perc_beat_baseline-UpstateSU-GRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3555555556,0.4,0.1590909091,,0.5227272727,,,,,,,,
perc_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,,,,,,0.1960784314,0.2941176471,0.2745098039,0.1764705882,0.2352941176,0.1176470588,0.2549019608,0.1568627451,0.137254902,0.1764705882,0.09803921569,0.05882352941,0.01960784314,0.05882352941,0.1568627451,0.137254902,,0.09803921569,0.1176470588,0.1960784314,0.137254902,0.2941176471,0.3333333333,0.3921568627,0.3725490196,
perc_beat_baseline-YYG-ParamSearch,0.4509803922,0.3921568627,0.2941176471,0.6666666667,0.5294117647,0.5882352941,0.6274509804,0.568627451,0.5490196078,0.6862745098,0.5882352941,0.568627451,0.7450980392,0.7058823529,0.6078431373,0.2549019608,0.5490196078,0.5882352941,0.4509803922,0.4117647059,0.6078431373,0.5098039216,0.5098039216,0.568627451,0.6470588235,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-epiforecasts-ensemble1,,,,,,,,,0.1333333333,0.2142857143,0.5,0.6363636364,0.08695652174,0.04347826087,0.1739130435,0.03448275862,0.03703703704,0.1555555556,0.08333333333,0.08695652174,0.2608695652,0.08695652174,0.25,0.1914893617,0.1276595745,0.3617021277,0.5,0.4285714286,0.5416666667,0.4680851064,0.6666666667,0.2340425532,0.68,0.58,0.4901960784,0.3725490196,0.5098039216,0.4489795918,0.3921568627,0.3333333333,0.4117647059,0.3137254902,0.2745098039,0.3529411765,0.5294117647,0.5294117647
mean_abs_error-AIpert-pwllnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.85490196,98.50392157,90.75294118,92.99411765,93.43137255,77.09803922,82.10588235,89.26470588,123.7647059,,62.04509804
mean_abs_error-Auquan-SEIR,,,,,143.0392157,266.3333333,283.4117647,288.6862745,325.1176471,46.05882353,50.76470588,63.09803922,,,,81.7254902,85.15686275,100.4313725,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,,,,,,28.03137255,35.80196078,30.71764706,29.2,46.88235294,35.41764706,45.2627451,60.08431373,47.19803922,62.81176471,69.74117647,101.6882353,81.7745098,183.5392157,241.9607843,247.0705882,68.87058824,76.45686275,73.29803922,124.6078431,72.95098039,61.77843137
mean_abs_error-Baseline,46.23529412,61.96862745,38.17843137,38.58627451,32.1254902,32.05882353,23.60588235,27.97843137,21.84901961,20.1254902,49.62941176,41.68823529,34.64313725,35.42941176,47.27647059,14.52745098,22.37058824,22.55686275,16.96666667,17.62352941,23.22745098,23.07647059,24.89019608,17.24117647,19.42941176,18.69607843,31.49411765,22.44313725,43.56666667,43.34705882,69.62352941,39.5745098,119.3352941,78.54901961,85.08627451,59.58235294,93.34705882,112.8882353,85.20196078,53.96470588,62.24901961,55.86078431,68.74705882,76.13921569,75.93921569,48.8372549
mean_abs_error-CEID-Walk,,,,,,,,,,,,,,,,,22.00392157,21.89019608,24.8372549,28.59019608,30.31176471,24.3627451,26.48235294,22.55882353,19.10196078,24.58235294,32.95882353,25.24705882,44.47058824,41.63333333,65.35294118,43.93137255,107.1058824,73.00588235,72.64117647,70.75686275,80.92156863,102.8411765,90.04901961,73.80196078,57.90392157,68.43529412,118.6901961,187.8215686,96.26078431,77.13529412
mean_abs_error-CMU-TimeSeries,,,,,,,,,,,,,,30.17647059,44.60784314,21.74509804,25.52941176,20.56862745,23.94117647,,,,,,,23.21568627,31.92156863,29.92156863,44.70588235,42.35294118,69.78431373,41.66666667,96.94117647,70.84313725,71.47058824,65.84313725,74.49019608,102.5490196,123.5098039,77,64.43137255,70.37254902,102.9215686,102.6666667,89.98039216,71.84313725
mean_abs_error-COVIDhub-baseline,129.5882353,50.29411765,46.56862745,63.07843137,35.80392157,45.33333333,25.68627451,30.25490196,31.1372549,23.07843137,57.43137255,37.07843137,38.54901961,31.78431373,44.58823529,24.84313725,22.64705882,24,24.54901961,28.92156863,30.41176471,24.05882353,26.23529412,22.15686275,19.50980392,25.11764706,33.29411765,24.94117647,44.68627451,41.23529412,65.92156863,44.66666667,106.3921569,74.21568627,72.94117647,67.1372549,80.17647059,102.627451,88.29411765,69.23529412,57.96078431,63.15686275,109.8235294,184.1568627,90.47058824,58.58823529
mean_abs_error-COVIDhub-ensemble,,91.31960784,43.99607843,40.76078431,36.08823529,26.29411765,20.69803922,19.22156863,22.66470588,20.52941176,21.34705882,30.20588235,30.86666667,27.78431373,44.80392157,23.31372549,21.2745098,16.74509804,15.96078431,17.33333333,18.78431373,21.19607843,22.05882353,14.94117647,18.80392157,19,27.11764706,22.50980392,41.60784314,36.60784314,53.49019608,40.78431373,82.39215686,71.70588235,56.58823529,71.80392157,59.09803922,110.6666667,92.88235294,52.62745098,53.66666667,61,44.94117647,76.80392157,66.17647059,59.49019608
mean_abs_error-COVIDhub-trained_ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.98039216,46.31372549,355.8431373,70,54.70588235
mean_abs_error-CU-select,,,,,,,,47.96078431,43.09803922,50.21568627,79.66666667,52.47058824,35.84313725,34.49019608,47.29411765,34,36.39215686,32.2745098,32.56862745,27.54901961,38.50980392,49.64705882,47.52941176,45.58823529,33.11764706,38.76470588,32.64705882,35.60784314,56,57.03921569,49.47058824,52.25490196,107.627451,97.64705882,75.94117647,94.84313725,89.76470588,187.3333333,188.2745098,136.9019608,124.5098039,125.7843137,61.43137255,64.35294118,82.21568627,84.82352941
mean_abs_error-Caltech-CS156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.29019608,31.7254902,49.20980392,39.64901961,81.39607843,71.14705882,61.83137255,59.13333333,61.31960784,119.4470588,129.2156863,78.15294118,,81.2745098,48.94313725,,85.46470588,78.65098039
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,,,,,,,28.62745098,31.43137255,29.21568627,26.94117647,25.86470588,,36.84313725,,36.47058824,,161.4705882,241.4509804,396.6470588,57.2745098,108.7843137,74.80392157,140.7647059,,73.7254902,,,81.19607843,123.2352941,92.64705882,88.09803922
mean_abs_error-Covid19Sim-Simulator,,,,,,67.93333333,83.14117647,83.36470588,52.2372549,40.14509804,79.3,100.5019608,59.41568627,70.25490196,110.927451,69.05490196,,,209.6607843,25.37058824,28.87058824,25.15490196,60.55294118,47.28823529,46.60784314,86.19607843,98.3,40.9254902,57.26470588,68.98823529,,102.6941176,109.0529412,280.5627451,314.2901961,213.5882353,145.8529412,234.7294118,366.0980392,363.945098,314.5313725,287.6137255,245.0607843,250.8705882,195.4470588,238.7823529
mean_abs_error-CovidActNow-SEIR_CAN,,,,,,,50.19607843,55.17254902,55.4627451,,,83.97647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-CovidAnalytics-DELPHI,,88.92156863,142.0980392,95.29411765,71.45098039,32.25490196,31.37254902,37.7254902,38.88235294,28.11764706,38.25490196,71.68627451,51.78431373,40.1372549,51.54901961,44.19607843,37.60784314,31.58823529,24.33333333,23.43137255,26.54901961,29.09803922,28.84313725,23.62745098,23.25490196,22.8627451,43.60784314,33.76470588,50.68627451,55.49019608,74.2745098,68.96078431,97.11764706,112.3529412,114.0196078,60.1372549,100.1960784,112.5490196,137.5686275,281.6470588,100.5098039,99.29411765,54.84313725,78.21568627,60.52941176,56.62745098
mean_abs_error-DDS-NBDS,,,,,,,,,,,,,,,43.26862745,38.72745098,63.11960784,25.57254902,20.19215686,21.65882353,23.88235294,24.05882353,20.88431373,22.06666667,25.49215686,23.06470588,24.06666667,28.71960784,47.78823529,44.11568627,68.22745098,44.16862745,113.7568627,70.88039216,106.9254902,104.3196078,99.35882353,125.7921569,94.13333333,155.7254902,216.6294118,88.28431373,96.28235294,,96.65882353,76.40784314
mean_abs_error-FDANIHASU-Sweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT-DeepCOVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT_CHHS-COVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Geneva-DetGrowth,,,,,,,,32.78431373,,,,39.8627451,32.91568627,24.08431373,51.62352941,42.58627451,30.66470588,40.8254902,28.42156863,28.28823529,32.34117647,34.0372549,25.8,22.23137255,19.79607843,25.40980392,31.34117647,30.77058824,58.02156863,43.58431373,63.25686275,62.33529412,86.23529412,80.47647059,72.15490196,107.554902,96.04117647,105.2392157,101.5411765,101.6509804,96.06470588,86.05490196,84.98627451,233.5,130.3784314,75.04509804
mean_abs_error-Google_Harvard-CPF,,,,,,,,,,,,,,,,,,63.97647059,38.2745098,27.06078431,28.81568627,37.68235294,63.3254902,24.76666667,38.88039216,32.52941176,33.50196078,36.35098039,48.89215686,43.19215686,57.68431373,48.43333333,76.07843137,111.3588235,81.37058824,74.93137255,57.34313725,86.7254902,84.86078431,62.94509804,72.24117647,84.38039216,48.94509804,72.65686275,66.71176471,76.50392157
mean_abs_error-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IHME-CurveFit,73.49607843,103.4294118,91.39607843,82.23921569,61.48431373,,49.50980392,45.86666667,38.97058824,30.90588235,28.15098039,60.62352941,,77.69803922,89.41764706,93.85882353,60.26666667,,55.88235294,57.54509804,39.11764706,,61.98431373,52.98039216,,,55.38431373,82.58823529,,,,89.22156863,,131.1,225.0901961,130.0745098,157.0666667,,,219.8627451,128.2843137,163.0392157,155.2823529,168.9176471,112.1745098,145.6117647
mean_abs_error-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IUPUI-HkPrMobiDyR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Imperial-ensemble1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Imperial-ensemble2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IowaStateLW-STEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JCB-PRM,,,,,,,,,,,,,,,39.53137255,22.58235294,24.61960784,20.99411765,19.58039216,21.74117647,22.96666667,22.95098039,22.0627451,15.9627451,22.86666667,21.88235294,30.02352941,29.33333333,46.19215686,42.43529412,51.54705882,43.54509804,71.80196078,69.80980392,58.75686275,94.2,65.42941176,,,,,,,,,
mean_abs_error-JHUAPL-Bucky,,,,,,,,,,,,,,,,,,,,77.32352941,63.87843137,73.85882353,58.11372549,55.33333333,36.62156863,34.49411765,34.7254902,50.08039216,63.97058824,53.89215686,72.41372549,94.28627451,80.12156863,94.31176471,111.5470588,160.2803922,199.672549,177.9137255,316.1254902,,138.3823529,545.5666667,483.4901961,558.2176471,269.0529412,177.4960784
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4372549,50.41176471,69.8627451,59.64705882,73.60784314,79.43137255,83.07843137,75.19607843,61.1372549,87.64705882,78.23529412,,,,65.21568627,82.31372549,,104.4313725,80.66666667,62.49019608
mean_abs_error-JHU_IDD-CovidSP,,,,,375.6176471,66.3,64.27058824,55.70784314,39.84901961,48.60196078,51.54705882,46.95490196,45.45882353,55.05490196,71.39411765,60.06862745,70.0254902,58.81960784,50.81764706,42.82352941,39.29803922,28.51764706,25.2745098,18.28431373,23.59411765,26.08235294,36.64901961,42.34313725,69.45882353,84.99215686,54.12352941,62.98823529,127.7352941,158.0117647,169.9333333,139.3823529,104.9196078,140.0254902,141.8843137,118.7745098,141.672549,188.8627451,178.254902,161.6333333,,199.9686275
mean_abs_error-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44117647,55.52941176,63.56862745,,,,,,,,,,,,,,,,
mean_abs_error-Karlen-pypm,,,,,,,,,,,,,,63.9627451,195.9098039,176.2058824,38.32156863,34.38431373,25.57843137,27.58039216,22.2372549,23.40588235,21.22352941,16.09803922,20.93529412,23.88039216,26.21764706,27.53529412,42.64313725,28.60392157,39.46666667,51.24117647,54.59215686,63.33921569,58.13137255,78.19607843,62.99215686,80.25686275,85.40784314,66.42352941,79.20980392,73.06666667,65.94901961,69.07058824,71.58823529,72.39215686
mean_abs_error-LANL-GrowthRate,86.2254902,89.45686275,47.62156863,32.10784314,30.44509804,28.09215686,26.79607843,28.46862745,30.86862745,33.77058824,32.16078431,33.82352941,37.58823529,45.55490196,72.85490196,53.07254902,38.29019608,32.22745098,30.14901961,28.70980392,26.56666667,27.15490196,26.11568627,18.9372549,27.52156863,24.44313725,34.51764706,29.00588235,43.60784314,37.5,51.32352941,53.75490196,96.14705882,65.29411765,56.99019608,95.76470588,159.5,107.5784314,84.11764706,78.58823529,58.91176471,74.93137255,51.14705882,73.84313725,84.80392157,51.40196078
mean_abs_error-LNQ-ens1,,,,,,,,,,,,,,20.89607843,43.16078431,17,26.83137255,15.94705882,16.52156863,17.92352941,19.03333333,25.55098039,20.9372549,14.90392157,18.27843137,15.29019608,26.53921569,21.57254902,37.45686275,33.01764706,45.52745098,57.16078431,102.6411765,64.00784314,51.3,76.23529412,86.77058824,120.3529412,65.45098039,54.36666667,53.57254902,50.68431373,54.34313725,84.27254902,73.82941176,47.19411765
mean_abs_error-MITCovAlliance-SIR,,,,,,,,,,,155.1745098,271.8529412,311.2313725,210.8372549,228.1431373,183.2176471,,282.7627451,,,28.09803922,41.81568627,35.31372549,26.7745098,,,31.77843137,,,,,,,,,,,170.4039216,194.3588235,,,,,,,
mean_abs_error-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,,,,,35.95490196,31.49019608,27.19607843,24.47058824,24.78431373,27.09803922,24.92156863,34.09803922,47.25490196,52.23529412,68.49019608,55.56862745,62.54901961,76.31372549,62.23529412,92.80392157,59.11764706,117.745098,92.62745098,83.62745098,72.90196078,81.76470588,75.15686275,143.3333333,66.1372549,70.07843137
mean_abs_error-MIT_ISOLAT-Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,49.05294118
mean_abs_error-NotreDame-FRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-mobility,,,,,,,,,,159.4941176,51.12352941,46.21176471,41.80588235,59.87254902,103.2745098,161.7431373,77.24313725,26.85490196,23.1,28.28431373,29.43333333,60.54117647,36.88235294,29.5627451,24.69019608,33.23921569,40.17058824,38.05098039,57.6627451,65.43529412,88.59803922,89.31372549,136.772549,142.2843137,197.5803922,,,,,,,,,,,
mean_abs_error-OliverWyman-Navigator,,,,,,,,,18.45490196,22.48823529,24.20784314,32.01960784,30.26078431,25.06666667,40.25882353,14.81176471,25.01176471,17.39411765,18.16862745,19.0372549,23.61764706,21.03921569,20.76862745,23.02156863,20.78823529,22.57254902,26.22941176,20.67843137,40.10196078,30.1627451,44.9745098,49.31568627,62.38823529,78.49019608,73.8372549,78.79607843,74.40784314,86.70784314,73.09019608,60.24117647,67.88823529,49.58823529,47.12156863,57.20784314,87.30784314,51.78235294
mean_abs_error-PSI-DRAFT,,,,,93.16666667,100.8235294,63.79411765,171.1078431,34.50980392,38.7745098,38.50980392,59.20588235,72.18627451,,48.28431373,60.37254902,36.69607843,91.73529412,33.32352941,31.2254902,35.55882353,33.33333333,30.12745098,24.14705882,32.42156863,35.04901961,43.79411765,44.16666667,60.01960784,74.47058824,80.60784314,88.91176471,146.0490196,131.4019608,94.35294118,118.0392157,96.07843137,122.4901961,132.245098,120.4117647,116.372549,133.0882353,81.75490196,125.5196078,106.0686275,95.39215686
mean_abs_error-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Quantori-Multiagents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,,,,,,241.4176471,295.8980392,,,,,,47.52352941,38.33529412,34.6,50.14313725,49.48039216,43.34901961,31.03137255,35.51764706,32.46078431,82.59215686,110.6372549,45.11764706,71.73529412,,217.5803922,,68.74901961,71.56666667,126.4745098,177.0588235,,66.77647059,81.16666667,78.70980392,49.87058824,57.71568627,80.88235294,84.15294118
mean_abs_error-STH-3PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SWC-TerminusCM,,,,,,,,,154.4313725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SigSci-TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.372549,,,,
mean_abs_error-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,,,38.80392157,26.7254902,19.60784314,25.13529412,20.54901961,26.47058824,22.49019608,17.98039216,26.54901961,27.03921569,44.09803922,37.80392157,52.05882353,62.29411765,74.47058824,95.25490196,78.1372549,85.90196078,89.96078431,121.4705882,104.1176471,64.23529412,63.7254902,74.03921569,53.68627451,,86.45098039,83.21568627
mean_abs_error-TTU-squider,,,,,,,,,,,,,,,,,,2333.323529,251.6411765,,,317.9568627,,396.0019608,224.5921569,283.4470588,330.1058824,208.3843137,248.5098039,266.4392157,264.2764706,240.3215686,272.8960784,238.6294118,293.6137255,304.9019608,392.5921569,335.6509804,388.7215686,347.1843137,405.3372549,411.1745098,526.0490196,481.8705882,483.427451,517.9372549
mean_abs_error-UA-EpiCovDA,,,,,,80.2745098,87.07843137,81.60784314,23.92156863,18.15686275,43.15686275,45.29411765,32.96078431,26.84313725,36.09803922,27.21568627,36.56862745,18.2745098,25.74509804,42.90196078,37.74509804,41.80392157,31.2745098,20.31372549,21.25490196,24,31.64705882,23.17647059,46.31372549,45.49019608,58.09803922,50.7254902,128.8039216,100.5686275,81.94117647,60.88235294,130.2941176,148.8431373,105.9803922,85,82.29411765,89.80392157,73.60784314,70.05882353,83.39215686,64.45098039
mean_abs_error-UCLA-SuEIR,,,152.8039216,66.38627451,25.92156863,30.06470588,21.82156863,28.67254902,16.23529412,19.38039216,25.26078431,38.14313725,32.05882353,35.11568627,43.42156863,28.10784314,20.05098039,28.90196078,21.72745098,26.09411765,28.60392157,23.4627451,25.95098039,20.38823529,21.65490196,30.60784314,34.87254902,29.52156863,47.41176471,44.84117647,85.09019608,50.92745098,118.9784314,74.31176471,83.88627451,62.08627451,100.7431373,116.6058824,88.70980392,62.2627451,76.05294118,56.94705882,63.8254902,,111.2137255,70.87254902
mean_abs_error-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UCSB-ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22745098,48.70196078,58.37843137,70.31960784,114.7,60.2745098,98.41960784,92.46666667,58.85686275,91.76078431,148.5980392,139.6764706,208.045098,95.10392157,,,,,
mean_abs_error-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_10_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_30_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.98039216,53.76862745,57.94509804,120.4745098,65.71960784,56.2745098,68.73137255,,83.85098039,84.97254902,45.11372549,83.55686275,62.96666667,95.03137255,,87.03529412,64.00588235
mean_abs_error-UMass-MechBayes,,169.0196078,82.62745098,33.90196078,26.74509804,16.17647059,25.23529412,20.60784314,13.58823529,17.84313725,20.21568627,32.43137255,24.58823529,26.66666667,50.11764706,29.94117647,24.82352941,22.01960784,20.90196078,19.84313725,15.19607843,22.37254902,23.88235294,16.01960784,19.43137255,16.19607843,25.31372549,22.56862745,40.35294118,34.03921569,44.03921569,34.64705882,92.62745098,83.98039216,71.33333333,48.31372549,80.94117647,125.627451,105.6470588,66.45098039,80.07843137,83.76470588,58.88235294,55.88235294,75.74509804,61.45098039
mean_abs_error-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,,,,,82.43137255,68.69215686,127.4333333,119.1333333,111.3901961,150.8078431,239.7980392,38.47254902,42.49803922,55.18431373,69.23921569,59.51176471,63.31372549,58.68823529,51.40588235,43.95882353,50.5254902,60.33333333,56.1372549,59.4745098,,69.00392157,,73.80980392,,,129.7666667,242.145098,317.1490196,,,,,,,,,,,,,
mean_abs_error-USC-SI_kJalpha,,,,,,,,,,,28.38235294,31.61372549,50.67647059,29.83921569,47.39215686,21.35294118,20.33333333,18.35294118,22.50980392,19.7254902,26.64705882,21.98039216,25.70588235,24.50980392,18.80392157,23.84313725,29.01960784,26.39215686,42.68627451,32.64705882,48.52941176,56.90196078,66.50980392,82.31372549,54.84313725,88.52941176,67.98039216,125.372549,120.7843137,80.64705882,72.25490196,60.82352941,51.1372549,109.4313725,77.8627451,69.60784314
mean_abs_error-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39019608,46.44901961,,,,,,,,,,,,,,,,
