,2020-04-20_2020-05-02,2020-04-27_2020-05-09,2020-05-04_2020-05-16,2020-05-11_2020-05-23,2020-05-18_2020-05-30,2020-05-25_2020-06-06,2020-06-01_2020-06-13,2020-06-08_2020-06-20,2020-06-15_2020-06-27,2020-06-22_2020-07-04,2020-06-29_2020-07-11,2020-07-06_2020-07-18,2020-07-13_2020-07-25,2020-07-20_2020-08-01,2020-07-27_2020-08-08,2020-08-03_2020-08-15,2020-08-10_2020-08-22,2020-08-17_2020-08-29,2020-08-24_2020-09-05,2020-08-31_2020-09-12,2020-09-07_2020-09-19,2020-09-14_2020-09-26,2020-09-21_2020-10-03,2020-09-28_2020-10-10,2020-10-05_2020-10-17,2020-10-12_2020-10-24,2020-10-19_2020-10-31,2020-10-26_2020-11-07,2020-11-02_2020-11-14,2020-11-09_2020-11-21,2020-11-16_2020-11-28,2020-11-23_2020-12-05,2020-11-30_2020-12-12,2020-12-07_2020-12-19,2020-12-14_2020-12-26,2020-12-21_2021-01-02,2020-12-28_2021-01-09,2021-01-04_2021-01-16,2021-01-11_2021-01-23,2021-01-18_2021-01-30,2021-01-25_2021-02-06,2021-02-01_2021-02-13,2021-02-08_2021-02-20,2021-02-15_2021-02-27,2021-02-22_2021-03-06
perc_beat_baseline-UT-Mobility,0.431372549,0.3333333333,0.3529411765,0.4509803922,0.5490196078,0.5098039216,0.5490196078,0.5294117647,0.4509803922,0.4705882353,0.4509803922,0.5490196078,0.5490196078,0.5882352941,0.2941176471,0.2745098039,,0.3921568627,0.3921568627,,,0.4117647059,0.3333333333,0.3333333333,0.4901960784,0.3921568627,0.3921568627,0.4509803922,0.4509803922,0.5294117647,0.4117647059,0.4117647059,0.4901960784,0.3137254902,0.4705882353,0.3137254902,,,0.4705882353,,0.5294117647,,,,
perc_beat_baseline-UpstateSU-GRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2666666667,0.4444444444,0.2272727273,,0.5227272727,,,,,,,
perc_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,,,,,,0.1960784314,0.2745098039,0.2941176471,0.2352941176,0.2352941176,0.1764705882,0.137254902,0.1764705882,0.1568627451,0.1176470588,0.07843137255,0.01960784314,0.01960784314,0.03921568627,0.1960784314,0.137254902,,0.09803921569,0.1764705882,0.2352941176,0.2156862745,0.3529411765,0.5098039216,0.5294117647,0.4117647059
perc_beat_baseline-YYG-ParamSearch,0.5490196078,0.3137254902,0.4705882353,0.7254901961,0.568627451,0.5490196078,0.6862745098,0.6078431373,0.6470588235,0.7058823529,0.6470588235,0.6470588235,0.8039215686,0.7058823529,0.6862745098,0.3921568627,0.4705882353,0.6274509804,0.4705882353,0.568627451,0.5882352941,0.5490196078,0.5294117647,0.6470588235,0.6078431373,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-epiforecasts-ensemble1,,,,,,,,,0.2,0.2142857143,0.5714285714,0.6363636364,0.3043478261,0.1739130435,0.4347826087,0.2068965517,0.1111111111,0.08888888889,0.1666666667,0.2826086957,0.152173913,0.2391304348,0.25,0.1063829787,0.1276595745,0.5744680851,0.5434782609,0.4523809524,0.5416666667,0.7234042553,0.6875,0.5744680851,0.78,0.56,0.6666666667,0.4509803922,0.6078431373,0.4897959184,0.5490196078,0.3921568627,0.3529411765,0.4901960784,0.431372549,0.5098039216,0.5882352941
mean_abs_error-AIpert-pwllnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7352941,252.7901961,205.8117647,178.8941176,228.2392157,217.5156863,196.4960784,241.5352941,233.154902,
mean_abs_error-Auquan-SEIR,,,,,262.8627451,327.5882353,342.6470588,529.3921569,591.4313725,78.01960784,73.43137255,118.254902,,,,125.4509804,125.1176471,152.2941176,165.5882353,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,,,,,,50.43137255,71.79803922,76.23529412,79.67843137,97.56078431,83.37843137,96.08235294,127.9372549,121.2627451,147.4529412,199.8568627,189.3784314,145.5941176,278.3176471,328.8294118,235.072549,136.6823529,148.2235294,192.327451,232.7215686,150.3372549
mean_abs_error-Baseline,119.6431373,141.0666667,96.08431373,103.2568627,99.17647059,73.54117647,56.94313725,71.37843137,61.2254902,51.96470588,119.0882353,90.8372549,86.88235294,96.71176471,83.13529412,40.47647059,37.12745098,41.54509804,40.85686275,37.86666667,44.19215686,42.6372549,42.79607843,40.99019608,37.82156863,53.32352941,67.04313725,72.42745098,94.79411765,120.6882353,132.4666667,126.9823529,268.8843137,169.5137255,156.1490196,129.0372549,227.7039216,249.0803922,150.0882353,104.0862745,121.8294118,129.5941176,233.2882353,171.9,152.5784314
mean_abs_error-CEID-Walk,,,,,,,,,,,,,,,,,38.45294118,47.52352941,52.07254902,57.05882353,50.49215686,44.80588235,50.30588235,47.63137255,38.8745098,51.10980392,71.15490196,74.60196078,96.72745098,117.1235294,130.1,128.6470588,251.6333333,158.6039216,154.8313725,140.3098039,208.3058824,242.9333333,180.6745098,137.7901961,125.4176471,153.4196078,305.2568627,377.6411765,192.0235294
mean_abs_error-CMU-TimeSeries,,,,,,,,,,,,,,82.21568627,74.74509804,41.29411765,50.8627451,37.1372549,47.64705882,,,,,,,50.7254902,71.92156863,76.92156863,84.31372549,95.74509804,118.3921569,98.84313725,214.0980392,143.6666667,154.0196078,137.9019608,179.3137255,246.2745098,200.7647059,162.4705882,128.4901961,138.0980392,216.1960784,159.2941176,172.6470588
mean_abs_error-COVIDhub-baseline,295.2117647,119.8196078,95.17843137,140.8784314,105.845098,92.42352941,64.30784314,68.65882353,71.78039216,57.44313725,126.6,86.68627451,94.31372549,99.27254902,81.78235294,54.13921569,38.30588235,48.46666667,53.79019608,57.6,53.28823529,45.59019608,50.76470588,46.68235294,37.68627451,52.78627451,72.49411765,74.0372549,96.89215686,117.5745098,129.4372549,127.0470588,254.2470588,164.0764706,155.4509804,137.3333333,208.6176471,242.2215686,167.4372549,124.827451,127.5647059,147.9352941,291.1215686,374.5333333,176.6019608
mean_abs_error-COVIDhub-ensemble,,125.3529412,60.83529412,66.48627451,68.77647059,48.16862745,51.30196078,45.00784314,45.00784314,45.49019608,41.31568627,61.66078431,68.17647059,69.41176471,70.70588235,41.50980392,34.2745098,29.29411765,31.98039216,30.23529412,33.11764706,42.03921569,32.94117647,30.54901961,36.1372549,41.09803922,58.19607843,63.94117647,84.7254902,91.54901961,85.82352941,79.84313725,183.0784314,151.745098,105.5882353,121.2156863,145.1176471,244.9019608,159.9803922,115.5882353,121.4705882,89,130.4901961,147.627451,135.3921569
mean_abs_error-COVIDhub-trained_ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9411765,107.5882353,1024.196078,139.5098039
mean_abs_error-CU-select,,,,,,,,101.8039216,100.1568627,148.8431373,222.1960784,107.4117647,69.82352941,85.92156863,85.19607843,69.98039216,65.96078431,75.50980392,55.50980392,53.74509804,65.07843137,82.15686275,77.25490196,79.52941176,60.37254902,63.09803922,51.74509804,69.29411765,89.17647059,90.31372549,85.17647059,109.8627451,237.1764706,205.7058824,142.0980392,187.5098039,224.4901961,433.6862745,351.9215686,229.2941176,257.4313725,202.1960784,114.2745098,125.0588235,169.8627451
mean_abs_error-Caltech-CS156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.37254902,75.97843137,81.3254902,89.72352941,189.1647059,150.3803922,104.5745098,104.2764706,146.5686275,252.3980392,225.4784314,169.1745098,,126.2960784,133.1686275,,174.2901961
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,,,,,,,57.96078431,69.58823529,72.17647059,57.03921569,54.18039216,,85.47058824,,77.56862745,,179.8627451,299.5490196,533.2941176,130.9607843,231.627451,165.9607843,337.2745098,,184.5882353,,,188.8823529,218.7647059,209.254902
mean_abs_error-Covid19Sim-Simulator,,,,,,107.9960784,123.6882353,113.9392157,71.96078431,60.29411765,118.3235294,128.4254902,81.34901961,100.7372549,121.9117647,100.354902,,,243.5039216,43.25490196,47.91176471,47.00196078,67.16078431,58.14117647,54.22941176,95.2,111.327451,76.05490196,94.79019608,109.2215686,,196.9039216,195.654902,337.9294118,311.9588235,202.9372549,175.8529412,301.4058824,430.6392157,396.4490196,277.7666667,213.9156863,195.6862745,237.5431373,222.8470588
mean_abs_error-CovidActNow-SEIR_CAN,,,,,,,101.0196078,115.1764706,94.88235294,,,202.9058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-CovidAnalytics-DELPHI,,108.1372549,186.5882353,155.0980392,125.0392157,68.94117647,65.45098039,84.70588235,80.43137255,62.62745098,87.19607843,139.2156863,96.68627451,88.54901961,86.43137255,80.56862745,69.29411765,53.09803922,52.31372549,49.47058824,57.84313725,61.17647059,54.52941176,55.23529412,50.94117647,58.96078431,97.31372549,89.17647059,109.8823529,147.6470588,153.3137255,159.745098,211.6862745,228.7647059,180.4117647,117.372549,227.5686275,282.8431373,302.8823529,412.9215686,229.1764706,169.1960784,142.5490196,150.0588235,117.8823529
mean_abs_error-DDS-NBDS,,,,,,,,,,,,,,,121.1901961,108.5294118,188.072549,59.70588235,51.25882353,37.59411765,43.77647059,50.63137255,40.29607843,48.80196078,59.89803922,65.04509804,59.24705882,77.7,108.8647059,118.9686275,142.6470588,123.3901961,284.4607843,173.8117647,303.1568627,173.9352941,241.0980392,290.8117647,230.9823529,270.9019608,558.4176471,169.5058824,278.9980392,,233.5117647
mean_abs_error-FDANIHASU-Sweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT-DeepCOVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT_CHHS-COVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Google_Harvard-CPF,,,,,,,,,,,,,,,,,,93.2745098,73.32352941,48.65098039,55.07058824,69.09019608,99.3372549,48.99411765,73.7254902,54.98235294,57.02156863,75.52745098,86.10980392,85.49607843,96.74705882,93.80980392,151.527451,219.0509804,128.4980392,134.8098039,119.3588235,193.1156863,157.9235294,142.1235294,137.3098039,133.2313725,115.5509804,166.8627451,143.3019608
mean_abs_error-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IHME-CurveFit,180.6509804,,149.1666667,108.0333333,111.8607843,,86.63921569,66.62156863,61.78235294,47.35294118,52.30784314,88.17254902,,130.8117647,121.1313725,117.3,88.83921569,,109.7705882,93.90784314,66.89607843,,71.09607843,92.52745098,,,88.50588235,128.1901961,,,,169.7941176,,210.8803922,282.5352941,235.6529412,245.6823529,,,320.3078431,215.4019608,199.8392157,177.0117647,224.4823529,177.2529412
mean_abs_error-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IUPUI-HkPrMobiDyR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IowaStateLW-STEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JCB-PRM,,,,,,,,,,,,,,,61.01960784,45.62352941,44.78431373,35.4,37.47843137,37.80392157,37.3372549,45.42941176,35.88235294,35.14705882,43.29607843,43.04117647,62.27647059,73.98235294,94.5745098,100.2764706,84.1372549,102.3058824,151.0333333,140.5411765,143.8098039,180.1529412,105.9333333,,,,,,,,
mean_abs_error-JHUAPL-Bucky,,,,,,,,,,,,,,,,,,,,126.3686275,130.0764706,123.4666667,96.05882353,91.76470588,62.6,52.94705882,60.00196078,85.68627451,98.68627451,100.1117647,116.4313725,204.0098039,162.2176471,177.0392157,155.1352941,287.2666667,376.9980392,357.5019608,456.4784314,,226.1764706,724.0784314,643.5019608,776.1392157,399.7058824
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,75.41764706,89.03921569,118.2352941,120.7647059,104,122.8823529,172.9411765,160.8627451,148.8627451,177.8823529,167.7647059,,,,161.5686275,164.5098039,,195.6862745,141.4705882
mean_abs_error-JHU_IDD-CovidSP,,,,,520.9313725,159.0568627,143.5490196,133.1470588,84.0372549,115.8411765,90.77647059,92.38039216,91.89607843,113.9686275,106.554902,103.1176471,106.1294118,102.5058824,73.96078431,62.96470588,53.4745098,49.56862745,39.45882353,38.94705882,52.24117647,57.45490196,75.95490196,108.3862745,148.5431373,216.1196078,108.1117647,145.2098039,250.2137255,294.6019608,258.6,253.8372549,179.5470588,246.4490196,227.8588235,205.6921569,243.3647059,269.0431373,247.045098,247.5764706,
mean_abs_error-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69607843,115.4803922,167.1862745,,,,,,,,,,,,,,,
mean_abs_error-Karlen-pypm,,,,,,,,,,,,,,176.5254902,240.0098039,205.6352941,83.76862745,70.58823529,52.29803922,44.9372549,38.84509804,47.25294118,35.90196078,33.07647059,36.27843137,44.00784314,51.2372549,62.53921569,76.37647059,56.1745098,83.80784314,85.29019608,128.5058824,122.2823529,122.4431373,129.7431373,118.7764706,187.3411765,148.1313725,131.7156863,172.0235294,125.6176471,137.5627451,126.0568627,134.3901961
mean_abs_error-LANL-GrowthRate,195.054902,174.8431373,81.90196078,63.71176471,60.64117647,53.29411765,56.38235294,56.1627451,55.48039216,62.41960784,69.03333333,81.08235294,90.26666667,118.0509804,136.9529412,106.4058824,72.84509804,71.42156863,60.53921569,48.14509804,51.86470588,57.49215686,44.75490196,46.84117647,63.88627451,63.29019608,76.64705882,87.71960784,92.50980392,90.67647059,105.1960784,128.2647059,230.627451,135.5784314,138.7058824,204,262.6078431,260.8627451,180.0686275,169.3431373,163.6862745,143.4313725,125.8333333,158.6568627,175.6568627
mean_abs_error-LNQ-ens1,,,,,,,,,,,,,,61.15098039,71.33137255,27.52941176,41.15098039,42.54313725,33.47843137,26.29411765,36.30392157,52.03137255,34.8627451,27.3,38.70196078,44.07058824,57.35490196,61.71176471,77.75882353,75.94509804,77.20588235,90.66666667,236.5372549,130.827451,112.2686275,137.972549,247.0686275,264.4960784,131.8627451,115.8764706,124.8333333,91.91960784,136.0196078,170.8882353,137.9333333
mean_abs_error-MITCovAlliance-SIR,,,,,,,,,,,193.1627451,316.3235294,381.0058824,295.1196078,301.4862745,235.972549,,335.6313725,,,64.50392157,81.2254902,91.64509804,49.35882353,,,71.69215686,,,,,,,,,,,389.2921569,373.9137255,,,,,,
mean_abs_error-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,,,,,49.10980392,75.54901961,33.8627451,41.74509804,45.58823529,49.68627451,51.45098039,79.78431373,94.70588235,112.1372549,124.7058824,98.49019608,155.6078431,153.5882353,128.1176471,154.4705882,168.5490196,257.4117647,153,170.627451,163.4313725,142.8627451,209.1176471,271.7058824,140.4313725
mean_abs_error-MIT_ISOLAT-Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9
mean_abs_error-NotreDame-FRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-mobility,,,,,,,,,,180.8098039,129.5607843,100.554902,95.59411765,121.7470588,160.2,216.172549,126.4117647,58.13529412,51.96666667,46.88235294,61.7372549,94.14117647,67.22352941,59.57843137,50.37254902,79.48627451,83.4254902,96.98431373,114.4294118,174.1980392,159.4117647,219.2843137,293.8058824,316.8215686,366.3823529,,,,,,,,,,
mean_abs_error-OliverWyman-Navigator,,,,,,,,,44.18823529,53.2627451,58.21568627,66.63921569,75.31568627,76.11764706,67.99803922,38.39803922,38.42352941,31.73529412,31.21176471,41.80588235,37.80588235,43.64901961,41.4,50.24705882,34.77254902,49.31764706,57.32745098,54.05490196,84.22352941,76.37254902,81.27843137,94.94313725,151.9058824,169.8352941,180.8156863,153.3411765,157.3960784,184.9588235,168.7392157,123.2745098,143.527451,86.66862745,120.4803922,105.7372549,177.6529412
mean_abs_error-PSI-DRAFT,,,,,166.7254902,140.8627451,86.54901961,212.254902,80.04901961,87.47058824,99.8627451,132.4117647,161.1568627,,114.4705882,196.4117647,87.41176471,148.4411765,71.97058824,56.29411765,69.51960784,67.92156863,51.47058824,55.15686275,67.2254902,76.87254902,94.04901961,111.0098039,121.1176471,169.9705882,180.6078431,229.2254902,315.872549,273.2352941,275.0490196,235.372549,226.8137255,282.745098,280.4901961,239.1078431,262.0490196,273.4607843,238.7843137,207.6764706,188.5294118
mean_abs_error-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Quantori-Multiagents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,,,,,,297.8196078,349.8431373,,,,,,91.82941176,69.52352941,83.34901961,102.2431373,99.58627451,97.83529412,65.53529412,94.55882353,67.63529412,160.1647059,197.2941176,103.854902,134.9431373,,392.9411765,278.1705882,218.0843137,160.5,304.5921569,349.3352941,177.8705882,135.8215686,137.0215686,96.65490196,90.27647059,133.7921569,149.6196078
mean_abs_error-STH-3PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SWC-TerminusCM,,,,,,,,,185.6470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SigSci-TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0784314,,,
mean_abs_error-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,,,59.50980392,52.37254902,35.47058824,44.32941176,35.19607843,57.29411765,41.33333333,35.76470588,58.29411765,67.09803922,86.43137255,91.49019608,114.4901961,130.0392157,139.6862745,167.8627451,97.7254902,120.254902,160.0392157,252.3529412,180.4705882,136.8235294,127.0392157,122.1568627,128.7843137,,160.627451
mean_abs_error-TTU-squider,,,,,,,,,,,,,,,,,,2605.25098,335.5568627,,,417.1372549,,498.5411765,263.6078431,343.6509804,380.7745098,233.7784314,329.8686275,384.5215686,358.3137255,345.2862745,364.3686275,343.7568627,374.6313725,391.8882353,446.4431373,392.7333333,454.4941176,414.5921569,513.1137255,522.0705882,600.4568627,544.2921569,578.3941176
mean_abs_error-UA-EpiCovDA,,,,,,163.4117647,156.1176471,164.0980392,53.58823529,41.21568627,105.7647059,97.98039216,91.19607843,71.35294118,56.62745098,56.66666667,60.03921569,48.19607843,47.41176471,94.76470588,85.05882353,84.1372549,47,50.8627451,47.90196078,58.88235294,65.94117647,70.1372549,94.68627451,106.372549,94.8627451,118.9803922,278.1764706,208.7843137,129.3333333,159.627451,358.5098039,317.9607843,169.627451,170.4705882,197.627451,163.1568627,135.3921569,154.5294118,164.1764706
mean_abs_error-UCLA-SuEIR,,,186.3745098,113.9882353,50.85490196,49.57254902,49.33333333,58.30392157,38.21764706,41.4627451,73.86666667,79.6745098,75.9254902,97.34901961,78.39411765,58.9372549,44.02156863,52.92745098,44.87254902,44.63137255,47.21764706,43.55098039,46.07058824,39.71764706,48.33137255,71.65490196,84.10980392,89.65294118,107.9529412,132.5803922,177.1607843,124.0568627,282.5078431,157.572549,154.927451,121.9529412,286.7666667,273.1588235,168.454902,131.5705882,196.3607843,132.2764706,154.7921569,,224.4196078
mean_abs_error-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UCSB-ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7509804,99.01764706,141.4960784,144.6313725,205.6333333,150.4921569,213.0666667,173.6666667,128.9980392,196.1705882,300.1882353,266.2980392,425.8019608,229.6176471,,,,
mean_abs_error-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_10_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_30_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicago-CovidIL_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.76666667,94.19215686,107.2039216,291.5647059,149.3392157,110.3607843,115.7941176,,185.2176471,175.4607843,81.35490196,187.9431373,116.6627451,234.0137255,,167.2509804
mean_abs_error-UMass-MechBayes,,304.7843137,137.4705882,59.70588235,44.90196078,27.35294118,55.23529412,35.54901961,34.60784314,45.2745098,54.31372549,66.60784314,51.05882353,72.15686275,88.82352941,57.82352941,46.37254902,41.76470588,38.17647059,30.98039216,27.94117647,44.84313725,35.8627451,32.03921569,36.96078431,37.1372549,49.01960784,58.37254902,71.15686275,71.68627451,72.7254902,81.66666667,197.2745098,150.9019608,96.82352941,94.11764706,210.5686275,248.627451,153.0196078,117.2156863,155.8039216,121.4313725,102.3333333,117.6470588,149.1960784
mean_abs_error-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,,,,,134.2509804,112.554902,170.6784314,149.745098,93.86862745,129.7745098,222.2627451,83.56078431,87.06862745,154.1490196,139.8098039,138.3098039,132.0019608,114.3627451,98.76470588,99.56470588,105.2058824,111.3862745,109.1784314,118.5627451,,129.9176471,,170.2098039,,,362.8215686,549.5980392,687.3137255,,,,,,,,,,,,
mean_abs_error-USC-SI_kJalpha,,,,,,,,,,,55.51960784,84.90980392,114.6078431,78.16666667,86.2745098,38.41176471,36.07843137,34,44.11764706,35.82352941,45.64705882,45.52941176,40.39215686,46.37254902,41.68627451,46.11764706,55.43137255,66.68627451,82.31372549,73.80392157,84.05882353,95.90196078,140.5098039,165.627451,104.8627451,166.4313725,131.3921569,292.6078431,202.8039216,180.372549,155.745098,91.37254902,120.2352941,183.8431373,152.627451
mean_abs_error-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.94117647,116.8941176,,,,,,,,,,,,,,,
mean_abs_error-UT-Mobility,306.6784314,285.8411765,240.8215686,89.57254902,75.13921569,56.78431373,50.12745098,53.4,53.76470588,53.26470588,49.66666667,82.18627451,60.78431373,75.24509804,108.4411765,188.8235294,,99.43137255,61.67647059,,,56.14705882,58.70588235,78.02941176,41.54901961,55.74509804,72.64705882,76.39215686,103.0588235,122.2058824,132.3333333,146.2156863,241.2843137,205.1078431,162.3921569,195,,,183.872549,,177.4313725,,,,
mean_abs_error-UpstateSU-GRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,,,,,,108.3509804,115.0941176,109.7921569,109.5666667,119.6901961,133.5666667,131.8470588,163.1431373,196.1156863,254.272549,296.0431373,371.2254902,503.072549,548.254902,502.327451,509.3490196,,649.4803922,599.6039216,540.8235294,505.8529412,400.9803922,293.5784314,251.245098,254.6215686
mean_abs_error-YYG-ParamSearch,135.3607843,114.0117647,68.49411765,50.68431373,65.95686275,53.11176471,37.75882353,38.98039216,37.79411765,34.71176471,50.69607843,80.43333333,53.88235294,76.77647059,74.40980392,42.41960784,32.1627451,30.02941176,31.36862745,29.46666667,35.79019608,49.27058824,41.53921569,35.10196078,29.20784314,,,,,,,,,,,,,,,,,,,,
mean_abs_error-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2529412,145.7901961,228.4960784,,219.372549,173.4705882,183.2352941,136.372549,483.1568627,20058.94118,176.8823529
